post_url,post_time,post_title,post_content,comment
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",買菜代步用途。後來剩活力跟jog兩台在掙，
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",但jog實在太小台，我騎起來很憋，加上性價
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",比發現活力很神，所以決定買活力^O^
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",過程中發現活力雖然是入門125，但車長也沒
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",比較短，主要是瘦，剛好符合我想要好停路
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",邊車格的需求。勁豪、迪爵跟名流都比較壯
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",，塞車格相對吃力點。
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",jet sl、勁戰、雷霆s這種高階125太大台惹
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",，家裡女生成員連牽都成問題，不考慮
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",不然是很想買jet QQ
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",鏈條上油跟機車要換機油齒輪油一樣啊
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
", 尤其是沒有護蓋的檔車要更勤
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
","保養鍊條只是檔車的基本,怎換電車就不行了"
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",會騎電車的基本上是原來的速克達族
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",群吧？既然是原本的速克達族群，不
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",會/不想/懶得保養鍊條也很正常啊XD
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",因為他是要做成速克達不是擋車
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",速克達族群普遍皮帶騎到斷才換，哪來優越
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",想法他們會花1秒鐘保養鏈條，而皮帶版一
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",定撐到出絲了騎去保養還回你還沒斷不用換
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",啦！繼續騎到真的斷掉為止
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",馬達真的比內燃機簡單舒適很多 可惜現在還
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",是太多不足了
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",說真的鏈條自己保養比油車cvt的皮帶簡單多
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",了
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",我178騎jet sr 都有點卡膝蓋
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",這東西我不是專家，我在猜，會不會卡腳，
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",可能跟車子腳踏板與把手間距離有關
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",腳踏板離地面越遠+把手離地面越近的設計，
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",可能更容易卡腳
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",gogoro我騎的經驗是腳踏板離地面比一般油
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",車更低
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",我找到一張網路的jet sr四視圖，騎士170公
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",分高，但感覺他膝蓋離把手沒有很遠
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",https://tinyurl.com/mrydkum3
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
","就踏板底下放油箱,手把又不能太高就變這樣"
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",第一次騎jog覺得這逼機的姿勢怎麼做出來的
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",k大雖然高個8公分，但也不太可能全高在膝
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",蓋，所以說要真的去卡到，是比較難想像，
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",但轉彎就確實難講了
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",騎著騎著就會習慣了也不是不能騎啦...
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",膝蓋要離龍頭要有一段高度才不會卡腳
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",jog的設計感覺比較適合身材嬌小的女生騎
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",是啊，油箱如果在腳踏下方，腳踏板就無法
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",設計得離地面太近，那膝蓋離把手或龍頭越
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",近，可能就越容易卡到
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",這個則是174騎jet sl
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",https://tinyurl.com/ykftzzpu
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",https://tinyurl.com/6276c9mf
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",總之我個人試騎活力的經驗是不會卡
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",期待開箱~
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",jet車把我覺得設計太低了 背跟肩膀很不舒
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",服 可是我看沒什麼人在網路上反映
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",這討論真有趣，我有個朋友197本來騎一代
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",戰，後來騎勁豪。
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",改天問他怎麼適應的。
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",恭喜牽好車
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",之前有一篇說要買電車給長輩，怕長輩被
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",排氣管燙到的，我真的不知道他在想什麼
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",推一個等分享
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",哇我178也試騎過活力 後來還是選胖迪
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
", 真的比較不卡...
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",電池換到五六十那邊單位是公里嗎
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",%%%%%%%%%%
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",是公里沒錯 會根據騎乘習慣預估 載重
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",也有影響
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",狗肉的里程預估愈來愈不準了...
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",就一堆老電池，有時還剩十公理，五百之後
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",就剩一點加限速，我現在都剩兩格就準備去
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",換，有時三格經過也換！
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",5-60%的電池 不就騎到新莊再騎回來就差
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",不多又要換了
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",最近也在考慮，比較喜歡全新迪爵，可惜家
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",人覺得買菜比較寬不好停車。她之前牽舊的
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",GT EVO去買菜拉車出來跌倒手受傷，覺得太
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",重所以她也不要瘦迪。最後在活力125和新
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",豪邁125兩台之間選，活力爬社團文六期好
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",像有漏油的問題，不知道2023七期有沒有改
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",善，這兩台有比較推薦哪台嗎？
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",http://yt1.piee.pw/4ulspu
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",全新迪爵真的安靜 滑順 車廂大 爽騎中
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",全新迪爵根本不肥 又輕 扶手低很好停車
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",真的不要被「胖」迪這字給騙了
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",有去看過展示車，胖迪她立中柱很吃力，寬
https://www.ptt.cc/bbs/biker/M.1678955878.A.2ED.html,2020-03-16,Re: [問題] 棄坑狗肉換回油車，求推薦 - 看板 biker - 批踢踢實業坊,"我本來騎gogoro2
講真的
超好騎
好滑
真的是輕鬆催就滑出去
",度她也看過她不要，回家後提到胖迪銷售第
